"FID"	"IID"	"Sigs160.Wolf_Module4.TcellBcell.score"	"Sigs160.Wolf_Module5.TcellBcell.score"	"Sigs160.Wolf_NHI.5gene.score"	"Sigs160.Wolf_PD1.data"	"Sigs160.Wolf_PD1.PDL1.score"
"TCGA-V4-A9EM"	"TCGA-V4-A9EM"	-2.1056	-2.0546	-2.2965	-1.698	-0.821
"TCGA-VD-A8KJ"	"TCGA-VD-A8KJ"	-2.4887	-2.5186	-2.3705	-2.571	-1.618
"TCGA-V4-A9EE"	"TCGA-V4-A9EE"	-0.7921	-0.622	-0.1485	0.683	-0.0025
"TCGA-OR-A5KT"	"TCGA-OR-A5KT"	-0.0238	-0.3042	-1.198	-1.615	-1.547
"TCGA-OR-A5L3"	"TCGA-OR-A5L3"	-2.0742	-2.0944	-1.891	-2.022	-2.631
"TCGA-OR-A5LB"	"TCGA-OR-A5LB"	-2.289	-2.4005	-1.2345	-2.812	-2.359
"TCGA-OR-A5LK"	"TCGA-OR-A5LK"	0.4748	0.2216	-1.03	0.2	-0.181
"TCGA-OR-A5LS"	"TCGA-OR-A5LS"	-1.8546	-1.9536	-0.539	-3.196	-2.1925
"TCGA-PK-A5H9"	"TCGA-PK-A5H9"	-1.0021	-1.148	-0.198	-1.774	-0.7415
"TCGA-OR-A5KU"	"TCGA-OR-A5KU"	-1.8908	-1.9852	-0.789	-3.196	-2.367
"TCGA-OR-A5L4"	"TCGA-OR-A5L4"	-1.715	-1.7738	-1.0235	-3.196	-2.1305
"TCGA-OR-A5LC"	"TCGA-OR-A5LC"	-2.048	-1.8322	-0.8435	-2.678	-2.7
"TCGA-OR-A5LL"	"TCGA-OR-A5LL"	-2.1009	-2.2201	-2.0915	-2.727	-1.726
"TCGA-OR-A5LT"	"TCGA-OR-A5LT"	-2.0721	-1.9798	-0.432	-2.202	-1.2525
"TCGA-PK-A5HA"	"TCGA-PK-A5HA"	-0.5689	-0.6488	-1.5815	0.47	-0.37
"TCGA-OR-A5KV"	"TCGA-OR-A5KV"	-2.1613	-2.4688	-2.6415	-2.426	-2.833
"TCGA-OR-A5L5"	"TCGA-OR-A5L5"	0.0165	-0.2943	-0.7915	-0.308	-0.8005
"TCGA-OR-A5LD"	"TCGA-OR-A5LD"	-2.2368	-2.4475	-2.6795	-1.884	-2.1335
"TCGA-OR-A5LM"	"TCGA-OR-A5LM"	-1.8479	-1.6386	-0.2835	-2.406	-1.615
"TCGA-OU-A5PI"	"TCGA-OU-A5PI"	-1.8126	-2.0676	-1.664	-2.199	-1.9765
"TCGA-PK-A5HB"	"TCGA-PK-A5HB"	-2.1546	-2.1912	-0.776	-1.306	-0.9745
"TCGA-OR-A5KW"	"TCGA-OR-A5KW"	-1.998	-1.9297	-0.986	-2.463	-2.1975
"TCGA-OR-A5L6"	"TCGA-OR-A5L6"	-1.2607	-1.3592	-1.3105	-1.308	-1.2055
"TCGA-OR-A5LE"	"TCGA-OR-A5LE"	-2.6234	-2.5698	-0.964	-3.196	-2.5155
"TCGA-OR-A5LN"	"TCGA-OR-A5LN"	-0.1526	-0.5191	-1.225	0.079	-0.545
"TCGA-P6-A5OF"	"TCGA-P6-A5OF"	-1.7719	-1.8029	-1.7595	-1.878	-1.805
"TCGA-PK-A5H8"	"TCGA-PK-A5H8"	-1.8313	-1.8134	-1.3735	-1.306	-1.745
"TCGA-OR-A5KX"	"TCGA-OR-A5KX"	-1.992	-1.9703	-1.0625	-1.726	-2.2875
"TCGA-OR-A5L8"	"TCGA-OR-A5L8"	-2.175	-2.3319	-0.9905	-3.196	-3.05
"TCGA-OR-A5LG"	"TCGA-OR-A5LG"	-1.374	-1.4371	-2.179	-1.329	-2.097
"TCGA-OR-A5LR"	"TCGA-OR-A5LR"	-1.1822	-1.5238	-1.212	-1.726	-1.1215
"TCGA-OR-A5K9"	"TCGA-OR-A5K9"	-2.4869	-2.5093	-1.5905	-1.29	-1.7575
"TCGA-OR-A5KY"	"TCGA-OR-A5KY"	-1.4367	-1.6665	-1.687	-1.286	-1.6795
"TCGA-OR-A5L9"	"TCGA-OR-A5L9"	-0.3099	-0.4604	-1.7405	0.458	0.166
"TCGA-OR-A5LP"	"TCGA-OR-A5LP"	-0.6659	-0.8053	-0.2985	-0.604	-0.448
"TCGA-PA-A5YG"	"TCGA-PA-A5YG"	-0.0237	-0.4105	-0.7695	0.269	-0.0375
"TCGA-OR-A5LJ"	"TCGA-OR-A5LJ"	-0.7373	-0.8717	-1.1445	0.337	-0.2495
"TCGA-OR-A5KO"	"TCGA-OR-A5KO"	-2.295	-2.3757	-1.9585	-3.196	-2.8875
"TCGA-OR-A5KZ"	"TCGA-OR-A5KZ"	-1.2944	-1.2864	-0.8455	-0.533	-1.271
"TCGA-OR-A5LA"	"TCGA-OR-A5LA"	-0.0325	-0.4115	-1.5675	0.185	-0.6055
"TCGA-DB-A64P"	"TCGA-DB-A64P"	-1.5597	-1.5094	-0.888	-2.062	-1.7505
"TCGA-DB-A64X"	"TCGA-DB-A64X"	-1.7064	-1.8273	-0.985	-2.498	-2.1135
"TCGA-HT-A617"	"TCGA-HT-A617"	-0.1942	-0.3611	-0.5195	-0.112	-0.072
"TCGA-QH-A65Z"	"TCGA-QH-A65Z"	-1.7874	-1.9585	-1.25	-1.794	-1.765
"TCGA-FG-A60K"	"TCGA-FG-A60K"	-1.6077	-1.8777	-1.053	-2.843	-2.353
"TCGA-DH-A66F"	"TCGA-DH-A66F"	-1.7613	-1.802	-1.2005	-2.133	-1.7735
"TCGA-DB-A64R"	"TCGA-DB-A64R"	-2.015	-2.2429	-1.3255	-1.966	-2.064
"TCGA-HT-A61B"	"TCGA-HT-A61B"	-0.7507	-0.7356	0.176	-1.103	-1.2855
"TCGA-HT-A614"	"TCGA-HT-A614"	-1.4425	-1.8002	-1.3935	-2.798	-2.6785
"TCGA-DB-A64U"	"TCGA-DB-A64U"	-1.8162	-2.1304	-1.155	-2.87	-2.16
"TCGA-QH-A65S"	"TCGA-QH-A65S"	-1.4922	-1.6928	-1.207	-2.719	-2.2085
"TCGA-HT-A615"	"TCGA-HT-A615"	-0.8548	-0.9599	-0.6125	-1.321	-0.5285
"TCGA-DB-A64V"	"TCGA-DB-A64V"	-0.6492	-0.6675	-0.5785	-0.658	-0.6975
"TCGA-DB-A64L"	"TCGA-DB-A64L"	-0.8512	-1.1187	-0.6165	-1.01	-0.7585
"TCGA-HT-A61C"	"TCGA-HT-A61C"	-0.88	-0.6785	0.2255	-0.679	-0.2515
"TCGA-DB-A64O"	"TCGA-DB-A64O"	-1.6334	-1.6694	-0.52	-2.069	-1.6635
"TCGA-DB-A64W"	"TCGA-DB-A64W"	-2.1454	-2.7217	-1.8405	-2.828	-2.3275
"TCGA-HT-A616"	"TCGA-HT-A616"	-1.8221	-2.1212	-1.483	-2.803	-2.0305
"TCGA-HC-A632"	"TCGA-HC-A632"	0.9855	0.3531	-0.744	1.16	0.0475
"TCGA-HC-8213"	"TCGA-HC-8213"	-1.576	-1.3195	-1.585	-1.698	-1.923
"TCGA-HC-8216"	"TCGA-HC-8216"	-0.1006	0.0214	0.141	-0.025	0.0305
"TCGA-EJ-A65G"	"TCGA-EJ-A65G"	-1.29	-1.3562	-1.1805	-1.698	-1.72
"TCGA-KK-A59X"	"TCGA-KK-A59X"	-1.1276	-0.8945	-0.5395	-1.2	-1.0955
"TCGA-KK-A59V"	"TCGA-KK-A59V"	NA	NA	NA	NA	NA
"TCGA-EJ-A65E"	"TCGA-EJ-A65E"	-0.8007	-0.8409	-0.752	-0.765	-1.2735
"TCGA-EJ-A65M"	"TCGA-EJ-A65M"	NA	NA	NA	NA	NA
"TCGA-HC-A631"	"TCGA-HC-A631"	-1.337	-1.1088	-0.268	-1.53	-1.941
"TCGA-HC-7817"	"TCGA-HC-7817"	NA	NA	NA	NA	NA
"TCGA-FC-7961"	"TCGA-FC-7961"	-0.4596	-0.6651	-0.8725	-0.376	-0.44
"TCGA-FC-A5OB"	"TCGA-FC-A5OB"	-2.2137	-2.0715	-2.274	-2.809	-2.584
"TCGA-EE-A2MP"	"TCGA-EE-A2MP"	NA	NA	NA	NA	NA
"TCGA-EE-A2MQ"	"TCGA-EE-A2MQ"	NA	NA	NA	NA	NA
"TCGA-EE-A2MT"	"TCGA-EE-A2MT"	NA	NA	NA	NA	NA
"TCGA-EE-A2ML"	"TCGA-EE-A2ML"	NA	NA	NA	NA	NA
"TCGA-77-7140"	"TCGA-77-7140"	-0.7409	-0.2566	-0.308	-1.102	0.761
"TCGA-EE-A2MN"	"TCGA-EE-A2MN"	NA	NA	NA	NA	NA
"TCGA-EE-A2MS"	"TCGA-EE-A2MS"	NA	NA	NA	NA	NA
"TCGA-D3-A3CC"	"TCGA-D3-A3CC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AC"	"TCGA-EE-A3AC"	NA	NA	NA	NA	NA
"TCGA-EE-A3AD"	"TCGA-EE-A3AD"	NA	NA	NA	NA	NA
"TCGA-EE-A3AF"	"TCGA-EE-A3AF"	NA	NA	NA	NA	NA
"TCGA-60-2703"	"TCGA-60-2703"	-0.0142	0.094	-0.0045	-0.736	-0.283
"TCGA-ER-A2NC"	"TCGA-ER-A2NC"	NA	NA	NA	NA	NA
"TCGA-D3-A3C3"	"TCGA-D3-A3C3"	NA	NA	NA	NA	NA
"TCGA-D3-A3BZ"	"TCGA-D3-A3BZ"	NA	NA	NA	NA	NA
"TCGA-D3-A3C1"	"TCGA-D3-A3C1"	NA	NA	NA	NA	NA
"TCGA-D3-A3C6"	"TCGA-D3-A3C6"	NA	NA	NA	NA	NA
"TCGA-D3-A3C7"	"TCGA-D3-A3C7"	NA	NA	NA	NA	NA
"TCGA-EE-A2MM"	"TCGA-EE-A2MM"	NA	NA	NA	NA	NA
"TCGA-EE-A2MR"	"TCGA-EE-A2MR"	NA	NA	NA	NA	NA
"TCGA-EE-A3AB"	"TCGA-EE-A3AB"	NA	NA	NA	NA	NA
"TCGA-EE-A3AE"	"TCGA-EE-A3AE"	NA	NA	NA	NA	NA
"TCGA-EE-A3AG"	"TCGA-EE-A3AG"	NA	NA	NA	NA	NA
"TCGA-EE-A3AH"	"TCGA-EE-A3AH"	NA	NA	NA	NA	NA
"TCGA-ER-A2ND"	"TCGA-ER-A2ND"	NA	NA	NA	NA	NA
"TCGA-51-6867"	"TCGA-51-6867"	0.6123	0.7843	1.096	0.99	2.075
"TCGA-77-7138"	"TCGA-77-7138"	-0.4625	-0.1095	-0.1765	-0.647	-0.363
"TCGA-77-7139"	"TCGA-77-7139"	0.2479	0.3384	-0.0335	0.018	1.646
"TCGA-77-7141"	"TCGA-77-7141"	0.0961	0.3149	0.7855	-0.139	0.94
"TCGA-60-2704"	"TCGA-60-2704"	1.497	1.4999	0.8705	0.867	1.3175
"TCGA-D3-A3CE"	"TCGA-D3-A3CE"	NA	NA	NA	NA	NA
"TCGA-D3-A3CF"	"TCGA-D3-A3CF"	NA	NA	NA	NA	NA
"TCGA-ER-A2NB"	"TCGA-ER-A2NB"	0.2149	0.4702	-0.816	2.66	1.1655
"TCGA-ER-A2NE"	"TCGA-ER-A2NE"	NA	NA	NA	NA	NA
"TCGA-HR-A2OH"	"TCGA-HR-A2OH"	NA	NA	NA	NA	NA
"TCGA-HR-A2OG"	"TCGA-HR-A2OG"	NA	NA	NA	NA	NA
"TCGA-D3-A3CB"	"TCGA-D3-A3CB"	NA	NA	NA	NA	NA
"TCGA-EE-A2MK"	"TCGA-EE-A2MK"	NA	NA	NA	NA	NA
"TCGA-EE-A2MU"	"TCGA-EE-A2MU"	NA	NA	NA	NA	NA
"TCGA-ER-A2NG"	"TCGA-ER-A2NG"	NA	NA	NA	NA	NA
"TCGA-DJ-A3V8"	"TCGA-DJ-A3V8"	-0.572	-0.5765	-0.309	-0.442	0.2285
"TCGA-DJ-A3V9"	"TCGA-DJ-A3V9"	-0.0935	-0.2455	0.0335	0.076	0.4705
"TCGA-DJ-A3VA"	"TCGA-DJ-A3VA"	0.023	-0.1915	-0.1235	0.474	0.8965
"TCGA-DJ-A3VD"	"TCGA-DJ-A3VD"	1.8274	1.4909	1.0005	1.99	1.754
"TCGA-DJ-A3VB"	"TCGA-DJ-A3VB"	0.0838	0.286	0.519	0.018	0.7345
"TCGA-DJ-A3VE"	"TCGA-DJ-A3VE"	-0.8089	-0.8701	-0.1475	-1.127	-0.437
"TCGA-BT-A42B"	"TCGA-BT-A42B"	NA	NA	NA	NA	NA
"TCGA-BT-A42C"	"TCGA-BT-A42C"	-0.9901	-1.0085	-0.5305	-2.232	-1.709
"TCGA-GV-A40E"	"TCGA-GV-A40E"	-0.591	-0.0029	0.729	0.49	1.346
"TCGA-DK-A3WW"	"TCGA-DK-A3WW"	0.9083	1.5841	1.806	1.654	2.9965
"TCGA-GV-A40G"	"TCGA-GV-A40G"	-1.9745	-1.8874	-0.2805	-2.913	-2.162
"TCGA-FJ-A3ZE"	"TCGA-FJ-A3ZE"	-2.0626	-1.9826	-0.711	-2.611	-2.4505
"TCGA-FJ-A3ZF"	"TCGA-FJ-A3ZF"	-1.5207	-1.6375	-0.6905	-2.274	-1.4715
"TCGA-GC-A3YS"	"TCGA-GC-A3YS"	-0.1708	0.0679	0.858	-0.102	0.305
"TCGA-BR-8676"	"TCGA-BR-8676"	NA	NA	NA	NA	NA
"TCGA-BR-8486"	"TCGA-BR-8486"	0.8341	0.773	0.993	0.92	0.831
"TCGA-BR-8678"	"TCGA-BR-8678"	-0.3983	0.1494	1.4325	0.724	1.1475
"TCGA-FP-8631"	"TCGA-FP-8631"	-0.621	-0.4816	0.2975	-2.587	-1.538
"TCGA-BR-8588"	"TCGA-BR-8588"	1.1597	0.9653	0.767	0.196	0.4455
"TCGA-BR-8589"	"TCGA-BR-8589"	1.3301	1.5507	1.4345	1.409	1.3755
"TCGA-BR-8680"	"TCGA-BR-8680"	-1.221	-1.1477	-0.609	-0.959	-1.2885
"TCGA-HU-8604"	"TCGA-HU-8604"	1.4083	1.6138	1.4345	1.255	2.938
"TCGA-BR-8590"	"TCGA-BR-8590"	1.1816	0.8923	0.441	0.586	0.492
"TCGA-BR-8682"	"TCGA-BR-8682"	0.6265	0.3328	-0.3095	-0.574	-0.299
"TCGA-HU-8608"	"TCGA-HU-8608"	1.8651	2.0992	1.9145	1.974	3.638
"TCGA-HU-8602"	"TCGA-HU-8602"	0.68	1.2688	2.478	1.138	1.692
"TCGA-BR-8591"	"TCGA-BR-8591"	0.7229	0.9606	1.0785	0.414	0.6065
"TCGA-BR-8683"	"TCGA-BR-8683"	0.6394	0.5654	1.0835	0.43	0.7465
"TCGA-HU-8610"	"TCGA-HU-8610"	0.9646	0.9498	0.574	1.152	1.2075
"TCGA-BR-8484"	"TCGA-BR-8484"	1.3976	1.3099	0.846	0.968	0.959
"TCGA-BR-8592"	"TCGA-BR-8592"	1.1952	0.5363	-0.052	0.507	0.061
"TCGA-BR-8686"	"TCGA-BR-8686"	1.5881	1.3359	1.033	1.159	0.67
"TCGA-IN-8663"	"TCGA-IN-8663"	-1.1064	-0.6756	0.673	-1.562	0.6005
"TCGA-AX-A05Z"	"TCGA-AX-A05Z"	0.9931	1.2413	0.555	2.777	2.296
"TCGA-BK-A0C9"	"TCGA-BK-A0C9"	0.0535	0.0977	-0.238	1.844	0.4505
"TCGA-AP-A051"	"TCGA-AP-A051"	0.2057	0.1863	-0.238	1.335	0.018
"TCGA-AP-A05D"	"TCGA-AP-A05D"	-0.0908	0.2961	0.491	0.3	-0.0445
"TCGA-AP-A05A"	"TCGA-AP-A05A"	-1.7498	-1.3793	-0.979	-0.652	-0.911
"TCGA-BK-A0CC"	"TCGA-BK-A0CC"	-0.9899	-0.8987	0.2275	0.777	0.2315
"TCGA-AP-A05N"	"TCGA-AP-A05N"	-0.9368	-0.8147	-0.743	0.804	-0.2305
"TCGA-AP-A05J"	"TCGA-AP-A05J"	-1.8215	-1.6657	-1.0015	-1.5	-1.773
"TCGA-AP-A056"	"TCGA-AP-A056"	-0.0181	0.2985	-0.181	0.765	0.321
"TCGA-AP-A052"	"TCGA-AP-A052"	-0.6772	-0.0253	0.9975	-0.179	-0.2275
"TCGA-AP-A05H"	"TCGA-AP-A05H"	-1.9311	-1.8095	-0.6215	-1.083	-1.7285
"TCGA-CM-6677"	"TCGA-CM-6677"	0.1034	0.3523	-0.08	0.501	0.092
"TCGA-CM-6674"	"TCGA-CM-6674"	-0.016	0.4571	0.354	0.217	-0.023
"TCGA-CM-6675"	"TCGA-CM-6675"	-0.8558	-0.4833	0.189	-0.07	-0.325
"TCGA-CM-6676"	"TCGA-CM-6676"	-0.9516	-0.8846	-1.038	-0.63	-0.9035
"TCGA-CM-6678"	"TCGA-CM-6678"	-1.0897	-0.9435	-1.353	-1.176	-1.509
"TCGA-AZ-6605"	"TCGA-AZ-6605"	0.8121	0.8558	0.119	0.538	0.2405
"TCGA-A6-6654"	"TCGA-A6-6654"	1.0127	1.2416	0.7335	0.78	0.9965
"TCGA-CM-6679"	"TCGA-CM-6679"	0.2742	0.257	-0.417	0.185	-0.3345
"TCGA-CA-6716"	"TCGA-CA-6716"	-1.3405	-1.2092	-0.7665	-1.538	-1.4205
"TCGA-CM-6680"	"TCGA-CM-6680"	0.4305	0.5545	0.2395	0.643	0.64
"TCGA-AZ-6607"	"TCGA-AZ-6607"	0.3052	0.5905	0.552	0.38	1.1595
"TCGA-F4-6805"	"TCGA-F4-6805"	0.4668	0.5711	0.11	0.135	0.1785
"TCGA-AA-3489"	"TCGA-AA-3489"	1.4601	1.2676	0.1335	1.205	1.082
"TCGA-AA-3496"	"TCGA-AA-3496"	0.5818	0.7688	0.3385	0.923	0.869
"TCGA-A6-5656"	"TCGA-A6-5656"	-1.1915	-0.852	-0.5925	-1.238	-1.26
"TCGA-AZ-4616"	"TCGA-AZ-4616"	-0.2366	0.4242	0.694	1.261	1.788
"TCGA-F4-6807"	"TCGA-F4-6807"	0.9916	1.0522	0.632	1.263	1.036
"TCGA-AA-3511"	"TCGA-AA-3511"	-0.3761	-0.1529	-0.283	-0.739	-0.7795
"TCGA-A6-5664"	"TCGA-A6-5664"	0.7128	0.5912	-0.272	0.806	0.5205
"TCGA-CA-5254"	"TCGA-CA-5254"	-0.4325	-0.2998	-0.5195	-0.922	-0.4975
"TCGA-F4-6808"	"TCGA-F4-6808"	-1.3342	-0.9593	-1.2595	-0.691	-0.851
"TCGA-AZ-6603"	"TCGA-AZ-6603"	0.0349	0.3565	0.5475	-0.146	0.2555
"TCGA-A6-6651"	"TCGA-A6-6651"	1.2179	0.9763	0.193	0.674	0.571
"TCGA-F4-6809"	"TCGA-F4-6809"	0.7681	0.5103	-0.2525	0.868	0.0205
"TCGA-CA-6715"	"TCGA-CA-6715"	-1.5356	-1.2037	-0.67	-2.288	-2.0315
"TCGA-G4-6309"	"TCGA-G4-6309"	-0.3398	-0.1825	-0.6155	0.201	-0.394
"TCGA-AZ-6606"	"TCGA-AZ-6606"	-0.7906	-0.6307	-0.2935	-1.338	-0.669
"TCGA-G4-6628"	"TCGA-G4-6628"	1.2208	1.5563	1.1705	1.567	1.4255
"TCGA-CM-5863"	"TCGA-CM-5863"	-0.1135	0.0588	-0.399	-1.033	-0.645
"TCGA-F4-6703"	"TCGA-F4-6703"	1.3759	1.7309	1.5775	2.191	2.165
"TCGA-AD-6548"	"TCGA-AD-6548"	0.4191	0.9233	0.7425	0.868	0.7785
"TCGA-F4-6704"	"TCGA-F4-6704"	0.3542	0.4244	-0.068	0.486	-0.0325
"TCGA-AZ-4323"	"TCGA-AZ-4323"	2.2192	1.3773	-0.0275	2.678	1.231
"TCGA-F4-6806"	"TCGA-F4-6806"	0.0553	0.0169	-0.236	-0.055	-0.417
"TCGA-CK-6747"	"TCGA-CK-6747"	-0.187	-0.0655	-0.124	-0.058	-0.376
"TCGA-CA-5255"	"TCGA-CA-5255"	-1.1014	-0.7095	-0.5615	-1.316	-1.3385
"TCGA-CK-6748"	"TCGA-CK-6748"	-0.596	-0.3279	-0.4835	-0.858	-0.715
"TCGA-CK-6751"	"TCGA-CK-6751"	-0.3706	-0.1604	-0.4905	0.251	-0.313
"TCGA-CA-6718"	"TCGA-CA-6718"	1.0144	1.5457	1.7915	1.678	2.0635
"TCGA-A6-6780"	"TCGA-A6-6780"	0.7655	1.3443	1.2265	1.934	1.6685
"TCGA-CM-4751"	"TCGA-CM-4751"	0.7605	0.8453	0.808	1.34	0.947
"TCGA-A6-6782"	"TCGA-A6-6782"	0.5194	0.5313	-0.1255	0.118	-0.0425
"TCGA-CA-6717"	"TCGA-CA-6717"	1.1735	0.9834	0.182	1.255	0.865
"TCGA-CA-6719"	"TCGA-CA-6719"	0.0035	0.3133	-0.0715	-0.03	0.0035
"TCGA-CK-6746"	"TCGA-CK-6746"	0.1726	0.9003	1.505	0.918	1.1935
"TCGA-CN-5361"	"TCGA-CN-5361"	-0.1668	0.2839	1.1245	0.237	0.6805
"TCGA-BB-4224"	"TCGA-BB-4224"	-0.9179	-0.5421	0.503	-0.602	-0.477
"TCGA-CN-4740"	"TCGA-CN-4740"	0.9831	1.1912	0.801	0.421	0.996
"TCGA-CN-4729"	"TCGA-CN-4729"	0.3432	0.293	0.3605	0.199	0.812
"TCGA-BA-4076"	"TCGA-BA-4076"	-0.7919	-0.5604	-0.783	-0.8	-0.0765
"TCGA-BB-4228"	"TCGA-BB-4228"	0.4271	0.6525	0.1135	0.18	0.764
"TCGA-CN-5355"	"TCGA-CN-5355"	0.0828	0.0513	-0.313	-0.027	0.5805
"TCGA-BA-4078"	"TCGA-BA-4078"	0.2099	0.2712	0.329	-0.071	0.977
"TCGA-CN-4723"	"TCGA-CN-4723"	0.5639	0.8602	1.2505	0.78	1.1265
"TCGA-CN-4725"	"TCGA-CN-4725"	-1.0677	-0.7044	-0.0735	-2.234	-0.879
"TCGA-CN-5360"	"TCGA-CN-5360"	1.5687	1.5349	1.4285	2.223	2.3485
"TCGA-BA-5153"	"TCGA-BA-5153"	1.3411	1.1359	0.3285	1.938	1.309
"TCGA-CN-4736"	"TCGA-CN-4736"	0.9927	1.5828	2.084	1.487	1.963
"TCGA-CN-5374"	"TCGA-CN-5374"	1.6125	1.2535	0.772	1.042	0.742
"TCGA-CN-5363"	"TCGA-CN-5363"	0.4251	1.0671	2.1675	1.143	1.8775
"TCGA-BA-4074"	"TCGA-BA-4074"	-0.3247	0.3949	0.2055	-0.308	0.137
"TCGA-CN-4728"	"TCGA-CN-4728"	1.0567	1.243	0.7665	1.035	1.5055
"TCGA-CN-4741"	"TCGA-CN-4741"	-0.011	0.231	0.87	0.159	0.558
"TCGA-CN-5365"	"TCGA-CN-5365"	-0.1273	0.5855	1.3655	1.109	1.431
"TCGA-CN-5366"	"TCGA-CN-5366"	0.1011	0.5633	1.343	0.392	1.123
"TCGA-CN-4731"	"TCGA-CN-4731"	-0.4297	0.0286	-0.0065	-0.155	-0.363
"TCGA-CN-5367"	"TCGA-CN-5367"	-0.3838	0.0663	0.8215	-0.224	-0.356
"TCGA-CN-4734"	"TCGA-CN-4734"	0.8105	1.2752	2.382	1.506	2.1555
"TCGA-CN-5359"	"TCGA-CN-5359"	1.3561	1.3569	1.1205	1.271	1.4355
"TCGA-CN-5373"	"TCGA-CN-5373"	0.8485	1.2325	2.0955	1.256	2.402
"TCGA-CN-4726"	"TCGA-CN-4726"	-0.427	-0.0854	0.2115	-1.051	0.066
"TCGA-BB-4223"	"TCGA-BB-4223"	1.5783	1.3163	1.0115	1.848	1.3995
"TCGA-CN-4727"	"TCGA-CN-4727"	-1.2533	-0.9461	-0.754	-1.84	-0.722
"TCGA-AG-A020"	"TCGA-AG-A020"	-0.9481	-0.6032	-0.285	-1.724	-1.159
"TCGA-CN-4730"	"TCGA-CN-4730"	-1.2301	-0.7317	-0.332	-1.548	-1.046
"TCGA-CN-5356"	"TCGA-CN-5356"	0.3811	0.1656	-0.41	0.394	0.3115
"TCGA-CN-5369"	"TCGA-CN-5369"	1.3982	1.7796	2.2975	1.607	2.225
"TCGA-CN-4735"	"TCGA-CN-4735"	0.9615	1.2997	1.191	1.346	1.299
"TCGA-CN-4737"	"TCGA-CN-4737"	-0.2049	-0.0953	-0.268	-0.345	-0.0635
"TCGA-AG-A01Y"	"TCGA-AG-A01Y"	0.2331	0.6414	0.894	1.021	0.715
"TCGA-AG-A026"	"TCGA-AG-A026"	-1.1396	-0.9563	-1.1855	-0.586	-1.0535
"TCGA-AG-A02N"	"TCGA-AG-A02N"	0.1202	0.305	0.287	-0.247	-0.128
"TCGA-AG-A036"	"TCGA-AG-A036"	-0.2271	0.0238	-0.0645	0.139	-0.254
"TCGA-AG-A01W"	"TCGA-AG-A01W"	-0.1178	0.1099	0.1405	0.051	0.0235
"TCGA-G9-7510"	"TCGA-G9-7510"	-0.4095	-0.3886	-0.7015	-0.332	-0.4565
"TCGA-HC-8258"	"TCGA-HC-8258"	-0.1753	-0.3283	-0.4685	-0.194	-0.288
"TCGA-G9-7522"	"TCGA-G9-7522"	-0.4855	-0.5075	-0.84	-0.594	-0.7575
"TCGA-G9-7523"	"TCGA-G9-7523"	0.4084	0.0643	-0.071	0.107	-0.078
"TCGA-HT-7854"	"TCGA-HT-7854"	-1.0802	-1.1045	-0.1985	-0.792	-0.1105
"TCGA-HC-8262"	"TCGA-HC-8262"	-0.7939	-0.7524	-0.7415	-0.103	-0.4785
"TCGA-HC-8260"	"TCGA-HC-8260"	-0.4296	-0.5104	-0.4525	-0.397	-0.6765
"TCGA-IK-8125"	"TCGA-IK-8125"	-1.401	-1.7329	-1.2485	-3.196	-1.997
"TCGA-J4-8198"	"TCGA-J4-8198"	-0.6297	-0.8201	-0.73	-0.606	-0.534
"TCGA-BT-A3PH"	"TCGA-BT-A3PH"	-1.6228	-1.5982	-1.603	-1.548	-1.6425
"TCGA-86-8278"	"TCGA-86-8278"	0.6548	0.7902	0.008	0.18	0.749
"TCGA-97-8174"	"TCGA-97-8174"	1.2056	0.9615	0.125	1.077	0.8255
"TCGA-97-8172"	"TCGA-97-8172"	1.8644	1.3171	-0.117	1.628	1.1575
"TCGA-G9-7521"	"TCGA-G9-7521"	0.7168	0.6157	0.887	1.394	0.6775
"TCGA-EJ-7321"	"TCGA-EJ-7321"	0.2458	0.0472	-0.2995	-0.608	-0.8225
"TCGA-HC-8261"	"TCGA-HC-8261"	-0.2953	-0.2425	-0.6355	-0.316	-0.2515
"TCGA-HC-8266"	"TCGA-HC-8266"	1.4662	1.1582	0.76	1.998	1.4215
"TCGA-BT-A3PJ"	"TCGA-BT-A3PJ"	-0.1994	0.4825	1.7405	0.336	1.4585
"TCGA-97-8175"	"TCGA-97-8175"	0.6539	0.8354	0.486	0.247	1.1185
"TCGA-97-8177"	"TCGA-97-8177"	1.308	1.2351	-0.029	0.933	0.7825
"TCGA-97-8179"	"TCGA-97-8179"	-0.1184	-0.0717	-0.093	-0.259	0.0625
"TCGA-69-8253"	"TCGA-69-8253"	0.6192	0.3919	-0.9385	0.122	0.0505
"TCGA-69-8254"	"TCGA-69-8254"	1.3154	1.246	0.665	1.104	1.185
"TCGA-97-8171"	"TCGA-97-8171"	-0.8277	-0.7641	-0.9315	-2.208	-1.6175
"TCGA-69-8255"	"TCGA-69-8255"	1.6808	1.6828	1.4265	2.774	1.917
"TCGA-G9-7525"	"TCGA-G9-7525"	NA	NA	NA	NA	NA
"TCGA-EJ-7797"	"TCGA-EJ-7797"	-0.3013	-0.4026	-0.713	-0.6	-0.5605
"TCGA-86-8281"	"TCGA-86-8281"	0.6528	0.3443	-0.8385	-0.264	-0.412
"TCGA-55-8301"	"TCGA-55-8301"	2.0444	2.1598	1.9715	2.107	2.3075
