"FID"	"IID"	"Sigs160.Wolf_TGFB.PCA.17349583"	"Sigs160.Wolf_TGFB.score.21050467"	"Sigs160.Wolf_TREM1.data"	"Sigs160.Wolf_Troester.WoundSig.19887484"	"Core56.Adaptive.Receptor_BCR.Richness.Log10"
"TCGA-AX-A3FS"	"TCGA-AX-A3FS"	-0.2137	-0.1071	-1.658	0.2499	0.698970004
"TCGA-AX-A3G8"	"TCGA-AX-A3G8"	-1.0906	-0.4542	3.635	0.0496	NA
"TCGA-AJ-A3NH"	"TCGA-AJ-A3NH"	-0.676	0.1354	-0.209	0.3027	NA
"TCGA-AX-A3G9"	"TCGA-AX-A3G9"	-0.8059	-0.3642	-1.694	-0.2007	NA
"TCGA-BG-A3PP"	"TCGA-BG-A3PP"	0.1759	0.1719	0.218	-0.0489	0.698970004
"TCGA-E9-A3QA"	"TCGA-E9-A3QA"	0.4796	0.2446	1.081	0.4823	1.973127854
"TCGA-AX-A3FV"	"TCGA-AX-A3FV"	-1.2203	-0.949	0.139	-0.6135	NA
"TCGA-BK-A13B"	"TCGA-BK-A13B"	-0.6694	-0.3658	-0.185	0.3129	NA
"TCGA-EY-A3L3"	"TCGA-EY-A3L3"	-0.8632	-0.6091	-2.949	-0.82	NA
"TCGA-AJ-A3NC"	"TCGA-AJ-A3NC"	-0.4498	-0.0744	1.09	0.3939	NA
"TCGA-AJ-A3NE"	"TCGA-AJ-A3NE"	-0.4409	0.0569	0.151	0.3773	0.84509804
"TCGA-A5-A1OH"	"TCGA-A5-A1OH"	0.1054	0.2998	-1.284	0.4455	NA
"TCGA-AJ-A3NF"	"TCGA-AJ-A3NF"	0.7661	0.3138	-0.961	0.4517	0.84509804
"TCGA-A5-A3LO"	"TCGA-A5-A3LO"	-0.1095	-0.0271	0.599	0.2853	NA
"TCGA-S9-A7J0"	"TCGA-S9-A7J0"	-1.8839	-1.0243	-1.888	-0.6209	NA
"TCGA-S9-A6WQ"	"TCGA-S9-A6WQ"	-2.098	-1.0116	-0.684	-0.1243	NA
"TCGA-S9-A7QW"	"TCGA-S9-A7QW"	-2.8398	-1.3227	-1.651	-0.5806	NA
"TCGA-S9-A7IQ"	"TCGA-S9-A7IQ"	-2.3387	-1.2158	-3.322	-0.205	NA
"TCGA-E1-A7YO"	"TCGA-E1-A7YO"	-1.722	-0.8794	-2.062	-0.1957	NA
"TCGA-E1-A7YH"	"TCGA-E1-A7YH"	-2.406	-1.0782	-1.602	-0.4201	NA
"TCGA-S9-A7QY"	"TCGA-S9-A7QY"	-2.223	-1.133	-2.508	-0.3919	NA
"TCGA-E1-A7YS"	"TCGA-E1-A7YS"	-2.683	-1.2482	-2.422	-0.7701	NA
"TCGA-E1-A7YI"	"TCGA-E1-A7YI"	-1.4361	-0.5402	-0.901	-0.5808	NA
"TCGA-DH-A7UT"	"TCGA-DH-A7UT"	-1.4689	-0.8381	-1.595	-0.2564	NA
"TCGA-S9-A7QX"	"TCGA-S9-A7QX"	-2.0807	-1.0617	-2.127	-0.6896	NA
"TCGA-S9-A7IS"	"TCGA-S9-A7IS"	-0.7256	-0.4957	-0.862	-0.4799	NA
"TCGA-DH-A7UU"	"TCGA-DH-A7UU"	-2.1804	-0.9832	-2.315	-0.4821	NA
"TCGA-E1-A7YJ"	"TCGA-E1-A7YJ"	-1.0916	-0.4005	-0.014	-0.1851	NA
"TCGA-KT-A7W1"	"TCGA-KT-A7W1"	-1.0415	-0.2544	-0.695	-0.1656	NA
"TCGA-LK-A4NZ"	"TCGA-LK-A4NZ"	0.3567	0.4119	-0.103	0.7393	2.139879086
"TCGA-MQ-A4KX"	"TCGA-MQ-A4KX"	0.6041	0.4158	0.396	0.3108	0.602059991
"TCGA-SH-A7BH"	"TCGA-SH-A7BH"	NA	NA	NA	NA	NA
"TCGA-MQ-A6BN"	"TCGA-MQ-A6BN"	0.6518	0.3781	2.68	0.1162	NA
"TCGA-LK-A4O4"	"TCGA-LK-A4O4"	0.4354	0.0441	4.375	0.7791	1.505149978
"TCGA-MQ-A4LC"	"TCGA-MQ-A4LC"	-0.0062	0.0342	0.102	0.0768	0.477121255
"TCGA-LK-A4O0"	"TCGA-LK-A4O0"	2.0338	0.6007	2.332	0.4524	1.748188027
"TCGA-MQ-A6BL"	"TCGA-MQ-A6BL"	1.5832	0.32	0.435	0.3024	1.986771734
"TCGA-TS-A7OY"	"TCGA-TS-A7OY"	2.2625	0.9157	2.469	0.5377	1.653212514
"TCGA-SC-A6LN"	"TCGA-SC-A6LN"	1.6285	0.7119	0.247	0.554	1.579783597
"TCGA-MQ-A4LJ"	"TCGA-MQ-A4LJ"	0.7024	0.5128	-0.163	0.3241	1.342422681
"TCGA-MQ-A6BR"	"TCGA-MQ-A6BR"	1.4873	0.4767	2.466	0.2466	1.380211242
"TCGA-SC-A6LQ"	"TCGA-SC-A6LQ"	1.0078	0.6167	0.299	0.4076	NA
"TCGA-TS-A7P3"	"TCGA-TS-A7P3"	2.024	1.0928	1.619	0.8317	NA
"TCGA-MQ-A4LI"	"TCGA-MQ-A4LI"	NA	NA	NA	NA	0.903089987
"TCGA-LK-A4O2"	"TCGA-LK-A4O2"	0.7299	0.4526	2.665	0.2171	NA
"TCGA-TS-A7P0"	"TCGA-TS-A7P0"	0.76	0.3807	0.856	0.2137	2.195899652
"TCGA-SC-A6LP"	"TCGA-SC-A6LP"	2.2249	0.5251	0.869	-0.1712	0.477121255
"TCGA-MQ-A6BQ"	"TCGA-MQ-A6BQ"	0.1311	0.0757	1.028	-0.1061	NA
"TCGA-TS-A7P6"	"TCGA-TS-A7P6"	1.6051	0.9083	1.931	0.444	NA
"TCGA-SC-A6LR"	"TCGA-SC-A6LR"	0.2922	0.3001	0.261	0.294	NA
"TCGA-MQ-A6BS"	"TCGA-MQ-A6BS"	0.3334	0.3845	-1.966	0.4099	0.301029996
"TCGA-MQ-A4LM"	"TCGA-MQ-A4LM"	2.2546	0.8083	1.032	0.3011	0.84509804
"TCGA-13-0757"	"TCGA-13-0757"	NA	NA	NA	NA	NA
"TCGA-13-0768"	"TCGA-13-0768"	NA	NA	NA	NA	2.08278537
"TCGA-13-0800"	"TCGA-13-0800"	-1.4009	-0.4274	0.441	-0.1591	NA
"TCGA-13-0760"	"TCGA-13-0760"	NA	NA	NA	NA	1.113943352
"TCGA-13-0792"	"TCGA-13-0792"	NA	NA	NA	NA	NA
"TCGA-13-0802"	"TCGA-13-0802"	NA	NA	NA	NA	NA
"TCGA-01-0633"	"TCGA-01-0633"	NA	NA	NA	NA	NA
"TCGA-13-0758"	"TCGA-13-0758"	NA	NA	NA	NA	NA
"TCGA-13-0791"	"TCGA-13-0791"	NA	NA	NA	NA	NA
"TCGA-13-0801"	"TCGA-13-0801"	-0.1203	-0.4487	1.42	-0.3061	2.506505032
"TCGA-13-0761"	"TCGA-13-0761"	NA	NA	NA	NA	NA
"TCGA-13-0793"	"TCGA-13-0793"	NA	NA	NA	NA	NA
"TCGA-13-0803"	"TCGA-13-0803"	NA	NA	NA	NA	NA
"TCGA-01-0636"	"TCGA-01-0636"	NA	NA	NA	NA	NA
"TCGA-13-0762"	"TCGA-13-0762"	NA	NA	NA	NA	NA
"TCGA-13-0794"	"TCGA-13-0794"	NA	NA	NA	NA	NA
"TCGA-13-0804"	"TCGA-13-0804"	NA	NA	NA	NA	NA
"TCGA-01-0637"	"TCGA-01-0637"	NA	NA	NA	NA	NA
"TCGA-13-0764"	"TCGA-13-0764"	NA	NA	NA	NA	NA
"TCGA-13-0795"	"TCGA-13-0795"	NA	NA	NA	NA	0.698970004
"TCGA-13-0805"	"TCGA-13-0805"	NA	NA	NA	NA	NA
"TCGA-13-0765"	"TCGA-13-0765"	NA	NA	NA	NA	NA
"TCGA-13-0797"	"TCGA-13-0797"	NA	NA	NA	NA	1.799340549
"TCGA-01-0628"	"TCGA-01-0628"	NA	NA	NA	NA	NA
"TCGA-01-0639"	"TCGA-01-0639"	NA	NA	NA	NA	NA
"TCGA-13-0766"	"TCGA-13-0766"	NA	NA	NA	NA	NA
"TCGA-13-0799"	"TCGA-13-0799"	-1.1672	-0.7488	-0.646	-0.2794	NA
"TCGA-01-0642"	"TCGA-01-0642"	NA	NA	NA	NA	NA
"TCGA-01-0630"	"TCGA-01-0630"	NA	NA	NA	NA	NA
"TCGA-01-0631"	"TCGA-01-0631"	NA	NA	NA	NA	NA
"TCGA-14-0787"	"TCGA-14-0787"	-0.3948	-0.1437	1.33	-0.1135	NA
"TCGA-12-0821"	"TCGA-12-0821"	0.0974	-0.2065	0.718	0.0888	NA
"TCGA-06-0878"	"TCGA-06-0878"	0.3938	0.1854	2.694	0.1592	NA
"TCGA-12-0670"	"TCGA-12-0670"	NA	NA	NA	NA	NA
"TCGA-12-0828"	"TCGA-12-0828"	NA	NA	NA	NA	NA
"TCGA-12-0822"	"TCGA-12-0822"	NA	NA	NA	NA	NA
"TCGA-06-0879"	"TCGA-06-0879"	NA	NA	NA	NA	NA
"TCGA-12-0818"	"TCGA-12-0818"	NA	NA	NA	NA	NA
"TCGA-12-0829"	"TCGA-12-0829"	NA	NA	NA	NA	NA
"TCGA-06-0875"	"TCGA-06-0875"	NA	NA	NA	NA	NA
"TCGA-12-0826"	"TCGA-12-0826"	NA	NA	NA	NA	NA
"TCGA-06-0881"	"TCGA-06-0881"	NA	NA	NA	NA	NA
"TCGA-12-0819"	"TCGA-12-0819"	NA	NA	NA	NA	NA
"TCGA-06-0876"	"TCGA-06-0876"	NA	NA	NA	NA	NA
"TCGA-12-0827"	"TCGA-12-0827"	NA	NA	NA	NA	NA
"TCGA-06-0882"	"TCGA-06-0882"	-0.3758	-0.1566	1.822	0.1467	NA
"TCGA-12-0820"	"TCGA-12-0820"	NA	NA	NA	NA	NA
"TCGA-06-0877"	"TCGA-06-0877"	NA	NA	NA	NA	NA
"TCGA-F1-6874"	"TCGA-F1-6874"	1.077	0.5878	1.947	0.6504	1.72427587
"TCGA-BR-6706"	"TCGA-BR-6706"	0.8488	0.5136	-0.193	0.7723	2.64738297
"TCGA-D7-6817"	"TCGA-D7-6817"	-0.1923	0.1653	0.64	0.5221	3.093421685
"TCGA-DU-5851"	"TCGA-DU-5851"	-2.4156	-1.0017	-1.703	-0.1865	NA
"TCGA-DU-5853"	"TCGA-DU-5853"	-1.2737	-0.8258	-1.204	-0.1805	NA
"TCGA-FG-6690"	"TCGA-FG-6690"	-1.8874	-0.9728	-1.689	-0.3583	NA
"TCGA-FG-6691"	"TCGA-FG-6691"	-1.8404	-0.8198	-2.446	-0.4738	NA
"TCGA-FG-6692"	"TCGA-FG-6692"	-0.5568	-0.2258	-0.297	-0.148	NA
"TCGA-E1-5319"	"TCGA-E1-5319"	-1.4885	-0.8603	-1.709	-0.357	NA
"TCGA-BR-6802"	"TCGA-BR-6802"	0.4234	0.3521	1	0.5797	2.42975228
"TCGA-BR-6803"	"TCGA-BR-6803"	0.6939	0.4335	-1.462	0.6924	2.564666064
"TCGA-BR-6705"	"TCGA-BR-6705"	1.596	0.8693	0.185	1.0662	1.995635195
"TCGA-D7-6815"	"TCGA-D7-6815"	0.2393	0.3006	0.474	0.4735	2.029383778
"TCGA-BR-6707"	"TCGA-BR-6707"	0.0719	-0.1421	-0.654	0.0995	2.071882007
"TCGA-BR-6709"	"TCGA-BR-6709"	NA	NA	NA	NA	2.704150517
"TCGA-D7-6818"	"TCGA-D7-6818"	1.0862	0.6893	2.819	0.7477	2.033423755
"TCGA-D7-6820"	"TCGA-D7-6820"	0.0515	0.0057	1.855	0.2616	1.892094603
"TCGA-BR-6801"	"TCGA-BR-6801"	0.8147	0.4925	0.763	0.3451	NA
"TCGA-D7-6822"	"TCGA-D7-6822"	-0.0443	0.2265	1.154	0.4674	1.462397998
"TCGA-CS-5397"	"TCGA-CS-5397"	-1.555	-0.3852	-1.706	0.0521	NA
"TCGA-FG-6688"	"TCGA-FG-6688"	-1.0527	-0.4738	0.036	0.1607	NA
"TCGA-DU-6410"	"TCGA-DU-6410"	-1.7957	-1.1838	-2.346	-0.7628	NA
"TCGA-FG-6689"	"TCGA-FG-6689"	-2.4754	-1.0598	-1.797	-0.3096	NA
"TCGA-E1-5307"	"TCGA-E1-5307"	-3.0173	-1.2792	-3.322	-0.523	NA
"TCGA-CS-6670"	"TCGA-CS-6670"	-2.2859	-1.0215	-2.567	-0.2775	NA
"TCGA-CS-4938"	"TCGA-CS-4938"	-2.5672	-1.0856	-0.918	-0.4726	NA
"TCGA-FG-5962"	"TCGA-FG-5962"	-2.1297	-1.0001	-2.83	-0.1221	NA
"TCGA-BR-6852"	"TCGA-BR-6852"	0.996	0.4021	1.394	0.4972	2.507855872
"TCGA-FG-5965"	"TCGA-FG-5965"	-1.2113	-0.6232	0.297	-0.0108	NA
"TCGA-CS-6665"	"TCGA-CS-6665"	-1.3392	-0.5243	0.794	-0.129	NA
"TCGA-CS-6668"	"TCGA-CS-6668"	-2.3583	-1.351	-3.322	-0.6778	NA
"TCGA-E1-5305"	"TCGA-E1-5305"	-1.6385	-0.9003	-1.306	-0.3828	NA
"TCGA-CS-6669"	"TCGA-CS-6669"	-3.1027	-1.6019	-3.322	-0.2598	NA
"TCGA-BR-6564"	"TCGA-BR-6564"	0.9257	0.5685	-2.305	0.6864	0.84509804
"TCGA-BR-6710"	"TCGA-BR-6710"	NA	NA	NA	NA	2.693726949
"TCGA-CS-6188"	"TCGA-CS-6188"	-0.2184	-0.1648	-0.583	-0.0117	NA
"TCGA-85-7844"	"TCGA-85-7844"	1.2649	0.8107	1.408	1.0548	2.298853076
"TCGA-BJ-A3EZ"	"TCGA-BJ-A3EZ"	0.1526	0.0358	1.278	-0.1096	0.301029996
"TCGA-EL-A3GO"	"TCGA-EL-A3GO"	-0.4809	-0.2183	0.626	-0.2537	NA
"TCGA-EM-A2OZ"	"TCGA-EM-A2OZ"	-0.5094	-0.2685	0.95	-0.1889	NA
"TCGA-EM-A3AK"	"TCGA-EM-A3AK"	0.1606	0.0071	1.005	0.0995	NA
"TCGA-EL-A3GQ"	"TCGA-EL-A3GQ"	0.5701	0.1609	1.042	0.3779	NA
"TCGA-EL-A3GY"	"TCGA-EL-A3GY"	0.4229	0.1118	1.824	0.2084	NA
"TCGA-56-7822"	"TCGA-56-7822"	0.1678	0.5223	0.966	1.0879	0.301029996
"TCGA-IM-A3ED"	"TCGA-IM-A3ED"	0.2777	0.1724	1.39	0.2838	2.1430148
"TCGA-EM-A3AL"	"TCGA-EM-A3AL"	-0.9768	-0.4132	-2.092	-0.4	NA
"TCGA-DJ-A2Q0"	"TCGA-DJ-A2Q0"	-0.6999	-0.6294	-0.908	-0.7976	NA
"TCGA-EM-A3AN"	"TCGA-EM-A3AN"	-0.1734	-0.0093	2.407	-0.2248	NA
"TCGA-EL-A3CT"	"TCGA-EL-A3CT"	0.8696	0.3087	3.497	0.0985	0.301029996
"TCGA-EM-A2P2"	"TCGA-EM-A2P2"	-0.4095	-0.2491	0.441	-0.1745	NA
"TCGA-EM-A3AO"	"TCGA-EM-A3AO"	-0.3909	-0.1385	1.684	-0.1435	1.079181246
"TCGA-ET-A3BQ"	"TCGA-ET-A3BQ"	0.1529	0.1802	1.575	0.1275	NA
"TCGA-EM-A3AI"	"TCGA-EM-A3AI"	-1.125	-0.5143	-3.322	-0.6143	NA
"TCGA-EL-A3D6"	"TCGA-EL-A3D6"	0.5771	0.2652	3.165	0.1189	2.056904851
"TCGA-EM-A3AJ"	"TCGA-EM-A3AJ"	-0.0441	-0.2592	-0.948	-0.1721	2.193124598
"TCGA-EL-A3H3"	"TCGA-EL-A3H3"	-0.3749	-0.0065	4.438	0.2146	0.301029996
"TCGA-EL-A3GP"	"TCGA-EL-A3GP"	1.7619	0.6598	2.901	0.5769	NA
"TCGA-EL-A3H4"	"TCGA-EL-A3H4"	0.0946	0.0998	1.909	0.0308	NA
"TCGA-EM-A2P0"	"TCGA-EM-A2P0"	-0.0795	-0.0451	0.621	0.0138	NA
"TCGA-EL-A3H5"	"TCGA-EL-A3H5"	1.7528	0.7543	1.759	0.5028	0.698970004
"TCGA-EM-A2OV"	"TCGA-EM-A2OV"	-1.4019	-0.7016	-1.871	-0.4747	NA
"TCGA-EL-A3GW"	"TCGA-EL-A3GW"	-0.6352	-0.5042	0.552	-0.2265	NA
"TCGA-EM-A2P3"	"TCGA-EM-A2P3"	0.8019	0.3892	1.744	0.1683	0.477121255
"TCGA-EL-A3GX"	"TCGA-EL-A3GX"	0.1682	-0.074	1.602	-0.1748	1.380211242
"TCGA-EM-A2OY"	"TCGA-EM-A2OY"	-1.8735	-0.9317	-1.45	-0.9645	NA
"TCGA-IM-A3EB"	"TCGA-IM-A3EB"	-0.2102	-0.1148	2.114	-0.1274	1.672097858
"TCGA-85-7843"	"TCGA-85-7843"	0.8807	0.5894	1.842	0.9776	2.278753601
"TCGA-BJ-A3F0"	"TCGA-BJ-A3F0"	-0.7929	-0.3212	-0.897	-0.5308	NA
"TCGA-EL-A3CR"	"TCGA-EL-A3CR"	1.136	0.4932	4.185	0.4143	0.301029996
"TCGA-EL-A3GR"	"TCGA-EL-A3GR"	0.5971	0.2435	2.636	0.522	NA
"TCGA-EM-A2OW"	"TCGA-EM-A2OW"	-0.7278	-0.4455	-1.345	-0.4198	NA
"TCGA-EM-A2OX"	"TCGA-EM-A2OX"	0.1803	0.1589	2.724	-0.2139	NA
"TCGA-ET-A3BS"	"TCGA-ET-A3BS"	0.1509	-0.1906	1.524	-0.2157	2.383815366
"TCGA-ET-A3DV"	"TCGA-ET-A3DV"	-0.4751	-0.7103	-1.208	-0.5642	NA
"TCGA-02-0001"	"TCGA-02-0001"	NA	NA	NA	NA	NA
"TCGA-02-0003"	"TCGA-02-0003"	NA	NA	NA	NA	NA
"TCGA-02-0006"	"TCGA-02-0006"	NA	NA	NA	NA	NA
"TCGA-02-0007"	"TCGA-02-0007"	NA	NA	NA	NA	NA
"TCGA-02-0009"	"TCGA-02-0009"	NA	NA	NA	NA	NA
"TCGA-02-0010"	"TCGA-02-0010"	NA	NA	NA	NA	NA
"TCGA-02-0011"	"TCGA-02-0011"	NA	NA	NA	NA	NA
"TCGA-02-0014"	"TCGA-02-0014"	NA	NA	NA	NA	NA
"TCGA-02-0021"	"TCGA-02-0021"	NA	NA	NA	NA	NA
"TCGA-02-0024"	"TCGA-02-0024"	NA	NA	NA	NA	NA
"TCGA-02-0027"	"TCGA-02-0027"	NA	NA	NA	NA	NA
"TCGA-02-0028"	"TCGA-02-0028"	NA	NA	NA	NA	NA
"TCGA-02-0033"	"TCGA-02-0033"	NA	NA	NA	NA	NA
"TCGA-02-0034"	"TCGA-02-0034"	NA	NA	NA	NA	NA
"TCGA-02-0037"	"TCGA-02-0037"	NA	NA	NA	NA	NA
"TCGA-02-0038"	"TCGA-02-0038"	NA	NA	NA	NA	NA
"TCGA-02-0043"	"TCGA-02-0043"	NA	NA	NA	NA	NA
"TCGA-02-0046"	"TCGA-02-0046"	NA	NA	NA	NA	NA
"TCGA-02-0047"	"TCGA-02-0047"	0.3614	0.0794	1.894	0.1378	NA
"TCGA-02-0052"	"TCGA-02-0052"	NA	NA	NA	NA	NA
"TCGA-02-0054"	"TCGA-02-0054"	NA	NA	NA	NA	NA
"TCGA-02-0055"	"TCGA-02-0055"	1.9102	0.7289	3.778	0.7797	0.84509804
"TCGA-02-0057"	"TCGA-02-0057"	NA	NA	NA	NA	NA
"TCGA-02-0058"	"TCGA-02-0058"	NA	NA	NA	NA	NA
"TCGA-02-0060"	"TCGA-02-0060"	NA	NA	NA	NA	NA
"TCGA-02-0069"	"TCGA-02-0069"	NA	NA	NA	NA	NA
"TCGA-02-0071"	"TCGA-02-0071"	NA	NA	NA	NA	NA
"TCGA-02-0074"	"TCGA-02-0074"	NA	NA	NA	NA	NA
"TCGA-02-0107"	"TCGA-02-0107"	NA	NA	NA	NA	NA
"TCGA-02-0080"	"TCGA-02-0080"	NA	NA	NA	NA	NA
"TCGA-02-0075"	"TCGA-02-0075"	NA	NA	NA	NA	NA
"TCGA-02-0099"	"TCGA-02-0099"	NA	NA	NA	NA	NA
"TCGA-02-0085"	"TCGA-02-0085"	NA	NA	NA	NA	NA
"TCGA-02-0083"	"TCGA-02-0083"	NA	NA	NA	NA	NA
"TCGA-02-0102"	"TCGA-02-0102"	NA	NA	NA	NA	NA
"TCGA-02-0064"	"TCGA-02-0064"	NA	NA	NA	NA	NA
"TCGA-02-0116"	"TCGA-02-0116"	NA	NA	NA	NA	NA
"TCGA-02-0086"	"TCGA-02-0086"	NA	NA	NA	NA	NA
"TCGA-02-0115"	"TCGA-02-0115"	NA	NA	NA	NA	NA
"TCGA-02-0089"	"TCGA-02-0089"	NA	NA	NA	NA	NA
"TCGA-02-0114"	"TCGA-02-0114"	NA	NA	NA	NA	NA
"TCGA-02-0113"	"TCGA-02-0113"	NA	NA	NA	NA	NA
"TCGA-IN-A6RN"	"TCGA-IN-A6RN"	-0.3356	-0.0836	-1.997	0.7254	1.204119983
"TCGA-E1-A7YU"	"TCGA-E1-A7YU"	-2.5206	-1.012	-1.753	-0.3842	NA
"TCGA-S9-A7QZ"	"TCGA-S9-A7QZ"	-2.0088	-1.054	-2.113	-0.2845	NA
"TCGA-DU-A7TJ"	"TCGA-DU-A7TJ"	-1.166	-0.2871	-0.756	-0.2682	NA
"TCGA-E1-A7Z6"	"TCGA-E1-A7Z6"	-1.8724	-0.9061	-2.659	-0.3338	NA
"TCGA-S9-A7J3"	"TCGA-S9-A7J3"	-1.9066	-0.9715	-1.707	-0.2597	NA
"TCGA-DU-A7TG"	"TCGA-DU-A7TG"	-1.8295	-1.0128	-1.105	0.0741	NA
"TCGA-E1-A7Z2"	"TCGA-E1-A7Z2"	-2.2951	-0.8345	-2.723	-0.1272	NA
"TCGA-E1-A7Z4"	"TCGA-E1-A7Z4"	-2.2222	-1.1689	-2.714	-0.4595	NA
"TCGA-S9-A7R1"	"TCGA-S9-A7R1"	-1.6697	-0.8981	-1.21	0.1083	NA
"TCGA-FG-A70Y"	"TCGA-FG-A70Y"	-1.9793	-0.8831	-2.508	-0.3187	NA
"TCGA-E1-A7YV"	"TCGA-E1-A7YV"	-1.0772	-0.6524	0.049	0.0415	NA
"TCGA-E1-A7YW"	"TCGA-E1-A7YW"	-1.6856	-0.9145	-2.944	-0.3554	NA
"TCGA-DU-A7T8"	"TCGA-DU-A7T8"	-0.9461	-0.4824	-1.218	0.0381	NA
"TCGA-S9-A7R4"	"TCGA-S9-A7R4"	-1.2973	-0.5357	-1.245	-0.1332	NA
"TCGA-S9-A6TV"	"TCGA-S9-A6TV"	-0.3865	-0.3355	3.315	0.1684	0.301029996
"TCGA-DU-A7TC"	"TCGA-DU-A7TC"	-2.4649	-1.2267	-3.322	-0.3587	NA
"TCGA-E1-A7YY"	"TCGA-E1-A7YY"	-2.7468	-1.1984	-2.559	-0.122	NA
"TCGA-S9-A7J1"	"TCGA-S9-A7J1"	-2.0103	-1.0838	-3.322	-0.1302	NA
"TCGA-S9-A7R7"	"TCGA-S9-A7R7"	-0.6552	-0.2604	2.48	0.0797	NA
"TCGA-DH-A7UV"	"TCGA-DH-A7UV"	-2.6258	-1.1092	-2.56	-0.5739	NA
"TCGA-E1-A7YK"	"TCGA-E1-A7YK"	-1.6182	-0.6975	0.403	-0.1727	NA
"TCGA-TQ-A7RH"	"TCGA-TQ-A7RH"	-1.6574	-0.8458	-2.022	-0.2622	NA
"TCGA-S9-A6WP"	"TCGA-S9-A6WP"	-1.6561	-0.8807	-2.314	-0.2573	NA
"TCGA-E1-A7YL"	"TCGA-E1-A7YL"	0.0271	-0.079	1.665	0.4573	1.255272505
"TCGA-DU-A7TD"	"TCGA-DU-A7TD"	-0.8215	-0.2253	0.496	-0.2129	NA
"TCGA-S9-A6WO"	"TCGA-S9-A6WO"	-2.4025	-1.1776	-1.872	-0.4865	NA
"TCGA-TQ-A7RP"	"TCGA-TQ-A7RP"	-1.46	-0.5955	-1.344	0.1107	NA
"TCGA-S9-A7IZ"	"TCGA-S9-A7IZ"	-1.9142	-0.7738	-0.744	-0.0834	NA
"TCGA-E1-A7YN"	"TCGA-E1-A7YN"	-0.5471	-0.2881	0.408	0.1087	NA
"TCGA-S9-A7IY"	"TCGA-S9-A7IY"	-1.8252	-0.9328	-1.672	-0.3433	NA
"TCGA-S9-A7J2"	"TCGA-S9-A7J2"	-2.0536	-1.0171	-2.756	-0.5495	NA
"TCGA-TQ-A7RU"	"TCGA-TQ-A7RU"	-1.7557	-0.9997	-1.947	-0.3489	NA
"TCGA-E1-A7YM"	"TCGA-E1-A7YM"	-2.1228	-0.8872	-1.947	-0.291	NA
"TCGA-E1-A7YD"	"TCGA-E1-A7YD"	-1.8226	-0.5101	-1.276	-0.1635	NA
"TCGA-TQ-A7RR"	"TCGA-TQ-A7RR"	-2.2335	-1.0359	-1.581	-0.1991	NA
"TCGA-44-6775"	"TCGA-44-6775"	1.4342	0.7537	3.764	0.7083	2.08278537
"TCGA-A4-8515"	"TCGA-A4-8515"	-1.8549	-0.54	-1.675	-0.868	NA
"TCGA-A4-8516"	"TCGA-A4-8516"	-1.3244	-0.5424	-0.474	-0.7283	NA
"TCGA-J7-8537"	"TCGA-J7-8537"	0.1986	0.0384	-1.102	-0.0121	1.880813592
"TCGA-A4-8517"	"TCGA-A4-8517"	-0.7678	-0.5119	0.41	-0.5699	NA
"TCGA-IZ-8196"	"TCGA-IZ-8196"	-0.8774	-0.0369	-1.895	-0.5268	NA
"TCGA-A4-8518"	"TCGA-A4-8518"	-0.9836	-0.4479	-0.051	-0.5015	NA
"TCGA-A4-8098"	"TCGA-A4-8098"	-0.8268	-0.3446	-0.659	-0.3653	NA
"TCGA-A4-8630"	"TCGA-A4-8630"	-1.5199	-0.4905	-0.818	-0.7536	NA
"TCGA-A4-8310"	"TCGA-A4-8310"	-1.3272	-0.4551	-1.372	-0.5585	NA
"TCGA-B3-8121"	"TCGA-B3-8121"	0.809	0.1931	1.896	0.0171	1.812913357
"TCGA-A4-8311"	"TCGA-A4-8311"	-1.5689	-0.3903	-1.977	-0.5958	NA
"TCGA-GL-8500"	"TCGA-GL-8500"	-1.3228	-0.7073	-0.455	-0.8846	NA
"TCGA-IZ-8195"	"TCGA-IZ-8195"	-0.4576	-0.2071	-0.216	-0.508	NA
"TCGA-HZ-8636"	"TCGA-HZ-8636"	1.4887	0.9161	2.58	1.137	1
"TCGA-HZ-8637"	"TCGA-HZ-8637"	0.9516	0.3917	1.707	0.898	2.053078443
"TCGA-HZ-8638"	"TCGA-HZ-8638"	NA	NA	NA	NA	1.968482949
"TCGA-IB-8126"	"TCGA-IB-8126"	0.9475	0.4439	0.806	1.1843	1
"TCGA-H6-8124"	"TCGA-H6-8124"	1.5206	1.1207	1.791	0.9106	0.301029996
"TCGA-IB-8127"	"TCGA-IB-8127"	1.3806	0.72	2.527	1.0508	1.146128036
"TCGA-HZ-8317"	"TCGA-HZ-8317"	1.206	0.7738	1.054	1.3861	NA
"TCGA-HZ-8519"	"TCGA-HZ-8519"	0.9831	0.4436	-0.169	1.1294	0.602059991
"TCGA-EJ-8468"	"TCGA-EJ-8468"	0.0985	-0.1934	-0.944	0.542	NA
"TCGA-EJ-8469"	"TCGA-EJ-8469"	-0.5724	-0.5674	-1.12	0.002	NA
"TCGA-EJ-8470"	"TCGA-EJ-8470"	-0.3243	-0.365	-1.894	0.6192	1.698970004
"TCGA-EJ-8472"	"TCGA-EJ-8472"	-0.0441	-0.2938	-2.805	0.1797	NA
"TCGA-EJ-8474"	"TCGA-EJ-8474"	-0.2152	-0.2708	-1.924	0.2293	0.477121255
"TCGA-HC-8264"	"TCGA-HC-8264"	-0.4718	-0.344	-3.322	0.0515	NA
