"FID"	"IID"	"Sigs160.Wolf_CSF1.response"	"Sigs160.Wolf_CSR.Activated.15701700"	"Sigs160.Wolf_CTLA4.data"	"Sigs160.Wolf_DAP12.data"	"Sigs160.Wolf_GP11.Immune.IFN"
"TCGA-22-5482"	"TCGA-22-5482"	-0.3614	0.181	-0.871	-0.614	-0.2089
"TCGA-22-5471"	"TCGA-22-5471"	0.5407	0.2928	1.544	0.859	0.5266
"TCGA-56-5897"	"TCGA-56-5897"	1.0031	0.0073	1.403	1.026	-0.0174
"TCGA-56-5898"	"TCGA-56-5898"	0.3726	-0.0288	-0.049	0.544	-0.0234
"TCGA-18-5592"	"TCGA-18-5592"	-0.3099	0.0743	0.761	-0.826	0.0461
"TCGA-C5-A1BE"	"TCGA-C5-A1BE"	-0.3288	0.2215	1.114	-0.403	0.7496
"TCGA-22-5473"	"TCGA-22-5473"	-0.0345	0.2367	-0.386	-0.016	0.0181
"TCGA-C5-A1BF"	"TCGA-C5-A1BF"	0.1177	0.3006	0.698	0.06	0.1556
"TCGA-C5-A1M7"	"TCGA-C5-A1M7"	-0.0654	0.3266	1.149	-0.481	0.2841
"TCGA-OL-A66O"	"TCGA-OL-A66O"	-1.0861	0.1247	-0.285	-0.43	-0.0174
"TCGA-OL-A66P"	"TCGA-OL-A66P"	1.1194	0.0121	2.252	1.875	0.1286
"TCGA-IG-A625"	"TCGA-IG-A625"	-0.2956	0.0484	0.613	-1.123	-0.0349
"TCGA-Q9-A6FU"	"TCGA-Q9-A6FU"	-0.3701	0.1092	0.37	-1.53	-0.0574
"TCGA-Q9-A6FW"	"TCGA-Q9-A6FW"	-0.0414	-0.0147	0.794	-0.609	0.2536
"TCGA-R6-A6DN"	"TCGA-R6-A6DN"	-0.3273	0.4005	0.342	-0.569	-0.0069
"TCGA-R6-A6KZ"	"TCGA-R6-A6KZ"	-0.0173	0.061	1.82	-0.746	-0.0649
"TCGA-R6-A6L4"	"TCGA-R6-A6L4"	-1.3784	0.0578	-0.453	-2.798	0.1486
"TCGA-S8-A6BV"	"TCGA-S8-A6BV"	0.1167	-0.1499	0.38	0.218	-0.0439
"TCGA-S8-A6BW"	"TCGA-S8-A6BW"	-0.6208	0.0868	-1.206	-1.482	0.1061
"TCGA-B5-A5OD"	"TCGA-B5-A5OD"	-0.0499	0.127	0.158	0.439	-0.1619
"TCGA-B5-A5OE"	"TCGA-B5-A5OE"	-0.8819	0.3938	-1.482	-0.585	0.1681
"TCGA-EY-A5W2"	"TCGA-EY-A5W2"	-0.4075	0.3709	0.8	0.405	-0.4224
"TCGA-PG-A6IB"	"TCGA-PG-A6IB"	0.4846	0.4482	1.623	1.363	0.0511
"TCGA-QF-A5YS"	"TCGA-QF-A5YS"	-0.3753	0.1516	0.296	-0.28	0.2671
"TCGA-QS-A5YQ"	"TCGA-QS-A5YQ"	-0.0257	0.1256	1.077	0.522	0.2186
"TCGA-QS-A5YR"	"TCGA-QS-A5YR"	0.0728	0.2305	0.91	0.749	0.2246
"TCGA-SL-A6J9"	"TCGA-SL-A6J9"	0.681	0.2931	1.438	1.751	0.8886
"TCGA-SL-A6JA"	"TCGA-SL-A6JA"	-1.4019	0.1537	-0.916	-1.245	-0.6884
"TCGA-A4-A5Y0"	"TCGA-A4-A5Y0"	-1.3964	0.0013	-2.072	-1.547	-0.2514
"TCGA-A4-A6HP"	"TCGA-A4-A6HP"	0.6534	-0.1023	0.711	1.69	-0.0899
"TCGA-B1-A654"	"TCGA-B1-A654"	-0.2076	-0.0142	-0.047	0.851	-0.0814
"TCGA-B1-A655"	"TCGA-B1-A655"	0.4983	-0.1341	-2.052	0.622	-0.3929
"TCGA-B1-A656"	"TCGA-B1-A656"	1.3087	-0.0256	-0.119	2.803	0.0541
"TCGA-B1-A657"	"TCGA-B1-A657"	0.6167	-0.1291	-1.01	1.098	-0.0959
"TCGA-B9-A69E"	"TCGA-B9-A69E"	1.0211	-0.1384	0.735	1.537	-0.2649
"TCGA-G7-A4TM"	"TCGA-G7-A4TM"	0.2021	-0.1157	-0.145	0.586	-0.0384
"TCGA-IZ-A6M8"	"TCGA-IZ-A6M8"	0.7153	-0.0234	-0.53	2.261	-0.0824
"TCGA-IZ-A6M9"	"TCGA-IZ-A6M9"	0.1786	-0.2248	0.291	1.066	-0.0449
"TCGA-KV-A6GD"	"TCGA-KV-A6GD"	1.2157	-0.1304	0.273	2.265	0.0416
"TCGA-G3-AAV4"	"TCGA-G3-AAV4"	-0.8765	-0.1115	-2.71	-0.563	0.2011
"TCGA-UB-AA0V"	"TCGA-UB-AA0V"	-0.065	-0.178	-0.622	-0.007	-0.2139
"TCGA-2Y-A9H4"	"TCGA-2Y-A9H4"	-0.4711	0.0713	-0.652	0.297	-0.0174
"TCGA-2Y-A9GW"	"TCGA-2Y-A9GW"	0.6224	-0.0805	0.637	0.973	0.0781
"TCGA-ZS-A9CF"	"TCGA-ZS-A9CF"	-0.4471	-0.1056	0.265	-0.679	-0.1454
"TCGA-UB-AA0U"	"TCGA-UB-AA0U"	0.007	-0.0758	-0.377	0.095	0.1881
"TCGA-G3-AAV1"	"TCGA-G3-AAV1"	-0.5878	-0.0382	-1.415	-0.596	-0.1139
"TCGA-4R-AA8I"	"TCGA-4R-AA8I"	-0.3007	0.0641	-0.318	0.039	0.2441
"TCGA-2Y-A9GY"	"TCGA-2Y-A9GY"	0.5349	0.2182	2.217	1.364	-0.0864
"TCGA-G3-AAV7"	"TCGA-G3-AAV7"	0.1904	0.1169	0.028	0.66	-0.1439
"TCGA-2Y-A9GS"	"TCGA-2Y-A9GS"	-0.0263	0.023	-0.036	0.364	-0.0199
"TCGA-ZP-A9CY"	"TCGA-ZP-A9CY"	-0.1373	-0.2155	-2.296	0.312	0.3896
"TCGA-GJ-A3OU"	"TCGA-GJ-A3OU"	1.4907	-0.1561	1.657	2.016	0.0131
"TCGA-5R-AA1D"	"TCGA-5R-AA1D"	0.3015	-0.1541	0.151	0.157	-0.1369
"TCGA-CC-A7IE"	"TCGA-CC-A7IE"	0.1646	0.1162	2.16	0.65	-0.3399
"TCGA-K7-AAU7"	"TCGA-K7-AAU7"	0.1236	-0.0013	0.857	-0.178	-0.0299
"TCGA-ZP-A9CZ"	"TCGA-ZP-A9CZ"	0.2108	0.0369	0.829	0.288	-0.1289
"TCGA-AC-A8OQ"	"TCGA-AC-A8OQ"	0.6445	0.0222	1.833	0.346	0.2396
"TCGA-LL-A9Q3"	"TCGA-LL-A9Q3"	0.0036	0.054	0.469	0.793	0.1626
"TCGA-UU-A93S"	"TCGA-UU-A93S"	-0.6414	0.1791	-0.025	-0.216	0.4811
"TCGA-S3-AA11"	"TCGA-S3-AA11"	-0.87	-0.0948	-1.406	-0.483	0.0836
"TCGA-5L-AAT0"	"TCGA-5L-AAT0"	0.3876	-0.1304	0.546	0.745	-0.0994
"TCGA-3C-AALJ"	"TCGA-3C-AALJ"	0.1754	0.1486	0.852	0.482	-0.1369
"TCGA-OL-A6VQ"	"TCGA-OL-A6VQ"	-0.0298	-0.1152	0.414	-0.248	-0.0624
"TCGA-AC-A8OR"	"TCGA-AC-A8OR"	-0.2794	-0.0706	-2.492	0.383	-0.0934
"TCGA-3C-AALK"	"TCGA-3C-AALK"	-0.0526	-0.0565	0.652	0.315	-0.0514
"TCGA-S3-AA10"	"TCGA-S3-AA10"	1.0877	0.2292	2.499	1.019	0.5186
"TCGA-WT-AB41"	"TCGA-WT-AB41"	0.6421	0.0411	2.419	1.457	0.5966
"TCGA-BH-AB28"	"TCGA-BH-AB28"	0.161	-0.1256	0.701	0.134	-0.0174
"TCGA-PL-A8LV"	"TCGA-PL-A8LV"	0.2881	0.0961	1.362	-0.06	-0.0774
"TCGA-S3-AA14"	"TCGA-S3-AA14"	-0.3409	-0.1619	0.601	-0.491	-0.2979
"TCGA-Z7-A8R5"	"TCGA-Z7-A8R5"	0.4952	-0.0248	0.325	1.423	-0.0304
"TCGA-AC-A8OS"	"TCGA-AC-A8OS"	0.3196	-0.2492	0.544	0.154	-0.0439
"TCGA-4H-AAAK"	"TCGA-4H-AAAK"	0.0034	-0.1188	0.459	0.191	0.1541
"TCGA-WT-AB44"	"TCGA-WT-AB44"	-0.2355	-0.0394	-0.283	0.809	-0.0924
"TCGA-S3-AA12"	"TCGA-S3-AA12"	-0.8688	0.0254	-0.946	-0.527	-0.1479
"TCGA-OL-A97C"	"TCGA-OL-A97C"	0.0105	-0.1367	2.446	0.005	-0.1579
"TCGA-Z7-A8R6"	"TCGA-Z7-A8R6"	-0.4441	0.1517	-0.248	-0.015	-0.0174
"TCGA-S3-AA15"	"TCGA-S3-AA15"	1.1349	0.0399	1.719	1.03	0.1086
"TCGA-C8-A9FZ"	"TCGA-C8-A9FZ"	NA	NA	NA	NA	NA
"TCGA-PL-A8LX"	"TCGA-PL-A8LX"	-0.1508	-0.0934	-1.141	0.765	0.2121
"TCGA-UL-AAZ6"	"TCGA-UL-AAZ6"	-0.5561	0.249	-0.747	-0.111	0.4786
"TCGA-PL-A8LY"	"TCGA-PL-A8LY"	-0.2946	0.0562	-1.4	-0.204	-0.1339
"TCGA-3C-AAAU"	"TCGA-3C-AAAU"	-0.7006	-0.0133	-1.952	-0.706	-0.3429
"TCGA-S3-AA17"	"TCGA-S3-AA17"	1.0011	-0.1054	2.634	0.636	0.7076
"TCGA-3C-AALI"	"TCGA-3C-AALI"	0.192	0.0802	1.031	0.442	0.0366
"TCGA-AC-A4ZE"	"TCGA-AC-A4ZE"	-0.4551	-0.1213	-1.012	-0.301	-0.3224
"TCGA-LD-A9QF"	"TCGA-LD-A9QF"	1.3364	-0.1363	2.431	1.862	0.4096
"TCGA-S3-AA0Z"	"TCGA-S3-AA0Z"	0.382	0.0176	0.996	0.055	0.0891
"TCGA-44-A4SS"	"TCGA-44-A4SS"	1.0078	-0.1499	1.982	0.779	0.2631
"TCGA-44-A4SU"	"TCGA-44-A4SU"	0.2459	-0.1586	1.398	-0.181	-0.0169
"TCGA-53-A4EZ"	"TCGA-53-A4EZ"	-0.0961	0.0047	0.62	-0.405	-0.0499
"TCGA-55-A48Z"	"TCGA-55-A48Z"	0.5825	-0.1167	0.987	1.052	0.2221
"TCGA-55-A494"	"TCGA-55-A494"	-1.261	-0.1284	-1.571	-1.654	-0.1889
"TCGA-86-A4JF"	"TCGA-86-A4JF"	0.6061	0.0677	1.071	1.065	0.7686
"TCGA-86-A4P7"	"TCGA-86-A4P7"	0.9392	-0.2191	1.674	1.21	0.2146
"TCGA-86-A4P8"	"TCGA-86-A4P8"	1.4821	-0.4852	2.116	1.632	0.1746
"TCGA-93-A4JN"	"TCGA-93-A4JN"	0.4344	-0.1177	1.709	0.019	0.4131
"TCGA-93-A4JO"	"TCGA-93-A4JO"	1.0605	-0.1851	1.649	1.314	0.2421
"TCGA-93-A4JP"	"TCGA-93-A4JP"	0.8628	-0.2926	0.557	1.306	0.3441
"TCGA-93-A4JQ"	"TCGA-93-A4JQ"	0.9385	-0.0755	2.281	0.362	0.3686
"TCGA-97-A4LX"	"TCGA-97-A4LX"	1.4054	-0.148	2.201	1.207	0.2836
"TCGA-97-A4M0"	"TCGA-97-A4M0"	0.909	-0.1929	1.703	0.809	0.4391
"TCGA-97-A4M1"	"TCGA-97-A4M1"	0.7392	-0.3553	0.115	1.31	0.0211
"TCGA-97-A4M2"	"TCGA-97-A4M2"	1.3069	-0.4165	1.141	1.895	0.0576
"TCGA-97-A4M3"	"TCGA-97-A4M3"	-0.1394	-0.1831	0.388	-0.211	-0.1999
"TCGA-97-A4M5"	"TCGA-97-A4M5"	0.8564	-0.236	0.902	1.226	0.2646
"TCGA-97-A4M6"	"TCGA-97-A4M6"	0.9292	-0.2931	1.515	0.958	0.4626
"TCGA-97-A4M7"	"TCGA-97-A4M7"	1.0399	-0.2594	2.256	0.841	0.1026
"TCGA-L4-A4E5"	"TCGA-L4-A4E5"	-0.143	-0.0267	1.098	-0.31	0.2256
"TCGA-MN-A4N1"	"TCGA-MN-A4N1"	-0.3998	0.0225	0.01	-0.071	-0.3249
"TCGA-MN-A4N4"	"TCGA-MN-A4N4"	0.3079	-0.04	-0.542	0.489	-0.1619
"TCGA-MN-A4N5"	"TCGA-MN-A4N5"	0.4581	-0.1386	1.448	0.613	0.3071
"TCGA-MP-A4SV"	"TCGA-MP-A4SV"	0.7035	0.0238	1.839	0.51	0.3291
"TCGA-MP-A4SW"	"TCGA-MP-A4SW"	0.8529	-0.154	1.499	1.061	0.2086
"TCGA-MP-A4SY"	"TCGA-MP-A4SY"	0.4015	-0.0617	0.208	0.756	0.1366
"TCGA-MP-A4T2"	"TCGA-MP-A4T2"	NA	NA	NA	NA	NA
"TCGA-MP-A4T7"	"TCGA-MP-A4T7"	0.4553	-0.1489	1.287	0.585	0.1386
"TCGA-MP-A4T8"	"TCGA-MP-A4T8"	-0.4393	0.003	-0.3	-0.511	0.3201
"TCGA-MP-A4TI"	"TCGA-MP-A4TI"	1.5009	0.0464	2.774	1.621	0.6401
"TCGA-MP-A4TK"	"TCGA-MP-A4TK"	0.9564	-0.1073	1.739	1.176	-0.0264
"TCGA-BP-5182"	"TCGA-BP-5182"	1.3869	-0.1745	0.708	1.732	0.0871
"TCGA-CJ-4869"	"TCGA-CJ-4869"	1.3033	-0.001	1.187	1.847	0.2461
"TCGA-CZ-4853"	"TCGA-CZ-4853"	0.4042	-0.1418	-0.029	0.384	-0.0194
"TCGA-CJ-4897"	"TCGA-CJ-4897"	0.3954	-0.1335	-1.38	0.507	-0.1179
"TCGA-BP-5200"	"TCGA-BP-5200"	0.935	-0.1922	0.588	0.713	-0.0319
"TCGA-CJ-4904"	"TCGA-CJ-4904"	0.6763	-0.1467	-0.843	0.628	0.0686
"TCGA-CJ-4920"	"TCGA-CJ-4920"	0.5943	-0.1056	-0.145	0.805	-0.0284
"TCGA-BP-5202"	"TCGA-BP-5202"	0.5154	-0.0718	-1.377	0.662	-0.0584
"TCGA-CJ-4905"	"TCGA-CJ-4905"	0.3689	-0.2334	-2.266	0.375	-0.0614
"TCGA-CJ-4923"	"TCGA-CJ-4923"	0.967	-0.02	1.187	1.49	0.3906
"TCGA-BP-5194"	"TCGA-BP-5194"	0.6223	-0.1606	-0.83	0.609	-0.0479
"TCGA-BP-5195"	"TCGA-BP-5195"	0.7887	-0.1702	-0.566	0.941	-0.0174
"TCGA-CJ-4908"	"TCGA-CJ-4908"	0.6437	-0.2056	-0.857	0.585	-0.0044
"TCGA-BP-5196"	"TCGA-BP-5196"	0.6918	-0.0695	0.977	1.056	0.1926
"TCGA-CJ-4912"	"TCGA-CJ-4912"	0.3003	-0.0901	-0.425	0.793	-0.1254
"TCGA-BP-5198"	"TCGA-BP-5198"	1.0569	-0.0051	0.677	1.31	-0.1064
"TCGA-CJ-4913"	"TCGA-CJ-4913"	NA	NA	NA	NA	NA
"TCGA-BP-5169"	"TCGA-BP-5169"	1.0532	0.0252	1.38	1.719	0.0106
"TCGA-BP-5180"	"TCGA-BP-5180"	0.93	-0.0088	0.873	1.735	0.1331
"TCGA-BP-5189"	"TCGA-BP-5189"	1.0484	-0.1908	1.306	0.946	-0.1254
"TCGA-CJ-4902"	"TCGA-CJ-4902"	1.0201	-0.1798	0.432	1.071	0.1021
"TCGA-CJ-4916"	"TCGA-CJ-4916"	1.3344	-0.1702	1.72	1.893	0.1681
"TCGA-BP-5170"	"TCGA-BP-5170"	0.7567	-0.0809	-1.511	1.326	-0.0314
"TCGA-BP-5190"	"TCGA-BP-5190"	0.3568	-0.0548	-0.769	0.686	-0.1249
"TCGA-CJ-4903"	"TCGA-CJ-4903"	0.9215	-0.2133	0.353	0.965	-0.0609
"TCGA-CJ-4918"	"TCGA-CJ-4918"	0.9591	-0.131	-0.413	1.173	0.0186
"TCGA-BP-5191"	"TCGA-BP-5191"	1.3991	0.0063	1.912	2.385	0.2856
"TCGA-BP-5174"	"TCGA-BP-5174"	0.3251	-0.0383	-1.941	1.186	-0.1099
"TCGA-BP-5192"	"TCGA-BP-5192"	-0.1713	-0.1542	-1.583	-0.416	-0.1659
"TCGA-CJ-4907"	"TCGA-CJ-4907"	0.6035	-0.2442	-1.238	0.685	-0.1534
"TCGA-BP-5176"	"TCGA-BP-5176"	0.3754	-0.0795	-1.732	0.553	-0.0109
"TCGA-BP-5185"	"TCGA-BP-5185"	0.1158	-0.0268	-1.267	1.238	0.1266
"TCGA-CJ-4882"	"TCGA-CJ-4882"	1.0763	-0.115	2.148	1.154	0.1081
"TCGA-BP-5177"	"TCGA-BP-5177"	0.0143	-0.1099	-1.191	0.283	-0.0574
"TCGA-BP-5186"	"TCGA-BP-5186"	0.275	-0.2247	-1.717	0.168	-0.0174
"TCGA-BP-5178"	"TCGA-BP-5178"	1.1658	0.0141	1.1	1.589	0.0466
"TCGA-BP-5187"	"TCGA-BP-5187"	0.4203	-0.1932	0.382	0.455	0.1491
"TCGA-BP-5173"	"TCGA-BP-5173"	0.7158	-0.1062	-0.296	0.933	0.0346
"TCGA-CJ-4901"	"TCGA-CJ-4901"	1.4563	-0.0448	1.64	1.635	0.2611
"TCGA-44-3398"	"TCGA-44-3398"	NA	NA	NA	NA	NA
"TCGA-35-4122"	"TCGA-35-4122"	NA	NA	NA	NA	NA
"TCGA-BG-A0MA"	"TCGA-BG-A0MA"	-0.6084	0.0633	-0.994	-0.769	-0.2104
"TCGA-AX-A2HC"	"TCGA-AX-A2HC"	-1.4828	0.4077	-2.01	-1.275	-0.5899
"TCGA-D1-A2G0"	"TCGA-D1-A2G0"	-0.5067	0.5309	0.486	-0.485	-0.4099
"TCGA-FL-A1YV"	"TCGA-FL-A1YV"	NA	NA	NA	NA	NA
"TCGA-44-3919"	"TCGA-44-3919"	1.1213	-0.1378	1.625	0.987	0.4186
"TCGA-05-4249"	"TCGA-05-4249"	0.7904	-0.2126	0.434	0.624	0.2341
"TCGA-44-4112"	"TCGA-44-4112"	0.5206	0.0268	0.297	0.833	0.0336
"TCGA-05-4250"	"TCGA-05-4250"	NA	NA	NA	NA	NA
"TCGA-35-4123"	"TCGA-35-4123"	NA	NA	NA	NA	NA
"TCGA-44-2657"	"TCGA-44-2657"	1.3786	-0.1884	1.795	1.23	0.2701
"TCGA-D1-A2G6"	"TCGA-D1-A2G6"	-0.4771	-0.0255	-1.431	-0.442	-0.4582
"TCGA-FI-A2D6"	"TCGA-FI-A2D6"	0.0025	0.3247	0.166	0.31	-0.4022
"TCGA-FL-A1YM"	"TCGA-FL-A1YM"	NA	NA	NA	NA	NA
"TCGA-AX-A2HK"	"TCGA-AX-A2HK"	-0.7952	0.286	-1.681	-0.386	0.6603
"TCGA-FI-A2CY"	"TCGA-FI-A2CY"	0.5603	0.1959	1.025	0.412	0.4503
"TCGA-FI-A2EW"	"TCGA-FI-A2EW"	-0.969	0.155	-2.311	-1.153	0.1306
"TCGA-B5-A1MW"	"TCGA-B5-A1MW"	-1.2974	0.3019	-2.02	-1.8	0.3196
"TCGA-FI-A2D0"	"TCGA-FI-A2D0"	-0.9447	0.1216	0.124	-1.557	0.1641
"TCGA-FI-A2EX"	"TCGA-FI-A2EX"	-0.6559	0.2147	-2.184	-0.796	0.1096
"TCGA-FL-A1YQ"	"TCGA-FL-A1YQ"	NA	NA	NA	NA	NA
"TCGA-AX-A2HG"	"TCGA-AX-A2HG"	-0.3255	0.3473	1.023	-0.085	-0.2982
"TCGA-D1-A2G5"	"TCGA-D1-A2G5"	-1.0151	-0.0196	-1.341	-1.656	-0.2389
"TCGA-FI-A2D5"	"TCGA-FI-A2D5"	-0.3212	0.1305	-0.33	-0.111	-0.6527
"TCGA-AX-A2HH"	"TCGA-AX-A2HH"	-1.9329	0.3033	-3.179	-2.184	-0.1769
"TCGA-FI-A2CX"	"TCGA-FI-A2CX"	2.1791	-0.0304	2.754	2.126	0.2346
"TCGA-FL-A1YN"	"TCGA-FL-A1YN"	NA	NA	NA	NA	NA
"TCGA-AX-A2HD"	"TCGA-AX-A2HD"	-0.5729	0.0619	-0.422	-0.885	-0.2334
"TCGA-D1-A1O0"	"TCGA-D1-A1O0"	-0.8377	0.1368	-2.267	-0.292	0.4151
"TCGA-FI-A2F4"	"TCGA-FI-A2F4"	0.1246	0.0714	0.692	0.259	0.3291
"TCGA-FL-A1YU"	"TCGA-FL-A1YU"	NA	NA	NA	NA	NA
"TCGA-FI-A2F8"	"TCGA-FI-A2F8"	-0.4526	0.0854	-0.087	-0.524	0.5753
"TCGA-FI-A2F9"	"TCGA-FI-A2F9"	-1.2594	0.0599	-3.248	-1.199	-1.0672
"TCGA-V5-A7RE"	"TCGA-V5-A7RE"	-1.3869	0.3735	0.547	-2.777	0.2426
"TCGA-LN-A7HZ"	"TCGA-LN-A7HZ"	0.3635	0.3029	1.741	0.868	0.3466
"TCGA-L5-A88V"	"TCGA-L5-A88V"	-0.8639	0.2393	-1.005	-1.353	-0.0944
"TCGA-L5-A88W"	"TCGA-L5-A88W"	-1.0117	0.4549	-0.557	-1.217	-0.1049
"TCGA-LN-A7HV"	"TCGA-LN-A7HV"	-0.7129	0.4066	-0.509	-0.795	0.0581
"TCGA-L5-A88Y"	"TCGA-L5-A88Y"	0.5944	-0.0882	0.827	0.671	0.0561
"TCGA-DX-A6YV"	"TCGA-DX-A6YV"	-0.6781	-0.1595	-2.072	-0.342	0.3231
"TCGA-X6-A7WC"	"TCGA-X6-A7WC"	0.8695	0.1231	1.852	1.294	0.0861
"TCGA-DX-A6YZ"	"TCGA-DX-A6YZ"	NA	NA	NA	NA	NA
"TCGA-MJ-A850"	"TCGA-MJ-A850"	-1.0661	0.1909	-1.582	-0.719	-0.2394
"TCGA-X6-A7W8"	"TCGA-X6-A7W8"	0.9067	0.46	0.635	2.415	0.3731
"TCGA-DX-A6YR"	"TCGA-DX-A6YR"	0.2372	-0.1979	-0.84	0.693	-0.1824
"TCGA-FX-A76Y"	"TCGA-FX-A76Y"	-0.4887	-0.078	-1.385	-0.345	0.1971
"TCGA-SG-A849"	"TCGA-SG-A849"	1.506	0.2803	2.467	2.475	0.5381
"TCGA-DX-A6YT"	"TCGA-DX-A6YT"	0.1157	-0.069	-1.313	0.442	-0.0614
"TCGA-X6-A7WB"	"TCGA-X6-A7WB"	-0.8357	0.1981	-1.486	-0.835	-0.0369
"TCGA-X6-A7WA"	"TCGA-X6-A7WA"	0.3453	-0.1028	-0.641	0.502	0.0281
"TCGA-DX-A6YS"	"TCGA-DX-A6YS"	-0.3855	-0.2883	-0.81	-0.374	-0.2829
"TCGA-IA-A83T"	"TCGA-IA-A83T"	1.3739	-0.1862	-2.417	2.577	-0.0174
"TCGA-MH-A854"	"TCGA-MH-A854"	-0.3557	0.1577	0.11	0.34	-0.0369
"TCGA-SX-A71W"	"TCGA-SX-A71W"	-0.2783	-0.062	-2.178	-0.011	-0.2304
"TCGA-SX-A7SL"	"TCGA-SX-A7SL"	-1.4476	0.0652	-1.37	-1.44	-0.1984
"TCGA-IA-A83V"	"TCGA-IA-A83V"	1.1441	-0.1976	-0.499	2.087	-0.2074
"TCGA-SX-A7SN"	"TCGA-SX-A7SN"	0.5735	-0.0735	-0.66	1.083	-0.1544
"TCGA-SX-A7SP"	"TCGA-SX-A7SP"	0.622	-0.1389	-0.321	1.419	-0.1879
"TCGA-SX-A7SM"	"TCGA-SX-A7SM"	-0.0476	0.0491	-1.058	0.214	0.0171
"TCGA-IA-A83W"	"TCGA-IA-A83W"	0.6699	-0.1639	-1.117	1.1	0.0881
"TCGA-MH-A856"	"TCGA-MH-A856"	0.2826	-0.0607	-0.255	0.715	-0.0284
"TCGA-A4-A7UZ"	"TCGA-A4-A7UZ"	0.5527	-0.0625	0.722	0.592	0.1801
"TCGA-MH-A857"	"TCGA-MH-A857"	-0.4398	-0.1297	-1.507	-0.349	-0.6104
"TCGA-Y8-A898"	"TCGA-Y8-A898"	0.9543	-0.0813	-0.226	2.055	-0.0729
"TCGA-IA-A83S"	"TCGA-IA-A83S"	0.5108	-0.0153	-0.66	1.115	-0.0959
"TCGA-SX-A7SO"	"TCGA-SX-A7SO"	-0.4525	-0.1751	-2.339	-0.353	-0.3489
"TCGA-MH-A855"	"TCGA-MH-A855"	0.584	-0.0887	-1.109	0.784	-0.1089
"TCGA-ED-A7PX"	"TCGA-ED-A7PX"	-0.2153	0.0065	-1.401	0.218	-0.0744
"TCGA-RC-A7SF"	"TCGA-RC-A7SF"	-0.8626	-0.0652	0.953	-0.539	-0.0174
"TCGA-RC-A7SK"	"TCGA-RC-A7SK"	-1.5012	-0.0209	-1.194	-1.065	0.1821
"TCGA-ED-A82E"	"TCGA-ED-A82E"	-0.4784	-0.1025	-0.444	-0.162	-0.1209
"TCGA-G3-A7M9"	"TCGA-G3-A7M9"	-0.5467	0.2235	-0.388	-0.357	-0.0054
"TCGA-UB-A7MD"	"TCGA-UB-A7MD"	0.1852	0.0284	0.408	0.452	0.3606
"TCGA-RC-A7SB"	"TCGA-RC-A7SB"	-0.61	-0.0749	-0.712	-0.175	-0.0829
"TCGA-G3-A7M7"	"TCGA-G3-A7M7"	-0.9837	-0.0267	-1.762	-0.801	-0.1549
"TCGA-J2-A4AD"	"TCGA-J2-A4AD"	-0.3167	-0.076	-1.279	-0.441	-0.0289
"TCGA-56-A49D"	"TCGA-56-A49D"	0.6694	0.101	1.837	0.71	0.2796
"TCGA-58-A46M"	"TCGA-58-A46M"	0.3048	0.2369	0.852	0.114	0.6366
"TCGA-56-A4BW"	"TCGA-56-A4BW"	0.1433	0.0532	1.236	-0.121	0.2321
"TCGA-58-A46N"	"TCGA-58-A46N"	-0.839	0.2138	-0.228	-1.577	-0.2024
"TCGA-85-A4CN"	"TCGA-85-A4CN"	0.0304	0.1465	0.646	-0.199	-0.1349
"TCGA-56-A4BY"	"TCGA-56-A4BY"	-0.0538	0.0638	0.828	-0.551	-0.0069
"TCGA-J1-A4AH"	"TCGA-J1-A4AH"	-0.2617	0.0786	-0.194	-0.509	-0.0624
"TCGA-58-A46J"	"TCGA-58-A46J"	0.3572	0.2071	0.716	0.582	0.2081
"TCGA-43-A474"	"TCGA-43-A474"	-1.3419	0.212	-1.26	-2.092	-0.3784
"TCGA-58-A46K"	"TCGA-58-A46K"	-0.173	0.1075	0.279	-1.102	0.3011
"TCGA-43-A475"	"TCGA-43-A475"	1.2591	0.0216	2.115	1.029	0.3221
"TCGA-58-A46L"	"TCGA-58-A46L"	0.4626	0.0778	1.33	0.031	0.0326
"TCGA-CN-A497"	"TCGA-CN-A497"	-0.2427	0.1178	1.22	-0.87	0.1401
"TCGA-CV-A45P"	"TCGA-CV-A45P"	-0.9203	0.1868	0.842	-1.491	0.4106
"TCGA-CN-A498"	"TCGA-CN-A498"	-0.3296	0.0927	1.103	-1.004	0.1616
"TCGA-CV-A45Q"	"TCGA-CV-A45Q"	-1.1068	0.4752	-0.427	0.062	0.2071
"TCGA-CN-A499"	"TCGA-CN-A499"	0.3414	0.4121	1.717	-0.152	1.0001
"TCGA-CV-A45R"	"TCGA-CV-A45R"	0.1025	0.0586	1.272	0.231	0.4731
"TCGA-CN-A49A"	"TCGA-CN-A49A"	-0.9996	0.1228	-1.231	-1.413	-0.0174
"TCGA-CV-A45T"	"TCGA-CV-A45T"	0.7037	0.2789	2.526	0.519	0.7896
"TCGA-CN-A49B"	"TCGA-CN-A49B"	0.488	0.3081	2.4	0.967	0.8561
"TCGA-CV-A45U"	"TCGA-CV-A45U"	-0.4377	0.1992	1.537	-0.858	0.3096
"TCGA-C9-A47Z"	"TCGA-C9-A47Z"	-0.6846	0.2451	1.234	-1.455	0.3301
"TCGA-CN-A49C"	"TCGA-CN-A49C"	-0.4666	0.2561	0.872	-0.45	0.4556
